license_id,brand_name,drug_ingredient,drugbank_id,potential_indication,source
2,Azithral 500 Tablet,AZITHROMYCIN,DB00207,staphylococcus aureus infection,TxGNN Knowledge Graph
2,Azithral 500 Tablet,AZITHROMYCIN,DB00207,streptococcal pneumonia,TxGNN Knowledge Graph
2,Azithral 500 Tablet,AZITHROMYCIN,DB00207,acute contagious conjunctivitis,TxGNN Knowledge Graph
2,Azithral 500 Tablet,AZITHROMYCIN,DB00207,necrotizing ulcerative gingivitis,TxGNN Knowledge Graph
2,Azithral 500 Tablet,AZITHROMYCIN,DB00207,lymphogranuloma venereum,TxGNN Knowledge Graph
2,Azithral 500 Tablet,AZITHROMYCIN,DB00207,acute gonococcal cervicitis,TxGNN Knowledge Graph
2,Azithral 500 Tablet,AZITHROMYCIN,DB00207,yaws,TxGNN Knowledge Graph
2,Azithral 500 Tablet,AZITHROMYCIN,DB00207,staphylococcal infection,TxGNN Knowledge Graph
2,Azithral 500 Tablet,AZITHROMYCIN,DB00207,conjunctivitis,TxGNN Knowledge Graph
2,Azithral 500 Tablet,AZITHROMYCIN,DB00207,leptospirosis,TxGNN Knowledge Graph
2,Azithral 500 Tablet,AZITHROMYCIN,DB00207,bacterial pneumonia,TxGNN Knowledge Graph
2,Azithral 500 Tablet,AZITHROMYCIN,DB00207,Mycoplasma pneumoniae pneumonia,TxGNN Knowledge Graph
2,Azithral 500 Tablet,AZITHROMYCIN,DB00207,chancroid,TxGNN Knowledge Graph
2,Azithral 500 Tablet,AZITHROMYCIN,DB00207,pneumonia caused by chlamydia,TxGNN Knowledge Graph
2,Azithral 500 Tablet,AZITHROMYCIN,DB00207,streptococcal infection,TxGNN Knowledge Graph
2,Azithral 500 Tablet,AZITHROMYCIN,DB00207,staphylococcus aureus pneumonia,TxGNN Knowledge Graph
3,Ascoril LS Syrup,AMBROXOL,DB06742,pharyngitis,TxGNN Knowledge Graph
4,Allegra 120mg Tablet,FEXOFENADINE,DB00950,vernal conjunctivitis,TxGNN Knowledge Graph
4,Allegra 120mg Tablet,FEXOFENADINE,DB00950,papillary conjunctivitis,TxGNN Knowledge Graph
4,Allegra 120mg Tablet,FEXOFENADINE,DB00950,idiopathic urticaria,TxGNN Knowledge Graph
4,Allegra 120mg Tablet,FEXOFENADINE,DB00950,vasomotor rhinitis,TxGNN Knowledge Graph
4,Allegra 120mg Tablet,FEXOFENADINE,DB00950,atopic conjunctivitis,TxGNN Knowledge Graph
4,Allegra 120mg Tablet,FEXOFENADINE,DB00950,allergic rhinitis,TxGNN Knowledge Graph
5,Avil 25 Tablet,PHENIRAMINE,DB01620,vernal conjunctivitis,TxGNN Knowledge Graph
5,Avil 25 Tablet,PHENIRAMINE,DB01620,headache disorder,TxGNN Knowledge Graph
5,Avil 25 Tablet,PHENIRAMINE,DB01620,papillary conjunctivitis,TxGNN Knowledge Graph
5,Avil 25 Tablet,PHENIRAMINE,DB01620,vasomotor rhinitis,TxGNN Knowledge Graph
5,Avil 25 Tablet,PHENIRAMINE,DB01620,pharyngitis,TxGNN Knowledge Graph
5,Avil 25 Tablet,PHENIRAMINE,DB01620,angioedema,TxGNN Knowledge Graph
5,Avil 25 Tablet,PHENIRAMINE,DB01620,atopic conjunctivitis,TxGNN Knowledge Graph
5,Avil 25 Tablet,PHENIRAMINE,DB01620,familial dermatographia,TxGNN Knowledge Graph
5,Avil 25 Tablet,PHENIRAMINE,DB01620,common cold,TxGNN Knowledge Graph
5,Avil 25 Tablet,PHENIRAMINE,DB01620,allergic rhinitis,TxGNN Knowledge Graph
5,Avil 25 Tablet,PHENIRAMINE,DB01620,urticaria (disease),TxGNN Knowledge Graph
5,Avil 25 Tablet,PHENIRAMINE,DB01620,nasopharyngitis,TxGNN Knowledge Graph
6,Allegra-M Tablet,MONTELUKAST,DB00471,allergic asthma,TxGNN Knowledge Graph
6,Allegra-M Tablet,MONTELUKAST,DB00471,allergic rhinitis,TxGNN Knowledge Graph
6,Allegra-M Tablet,MONTELUKAST,DB00471,vasomotor rhinitis,TxGNN Knowledge Graph
6,Allegra-M Tablet,MONTELUKAST,DB00471,intrinsic asthma,TxGNN Knowledge Graph
9,Atarax 25mg Tablet,HYDROXYZINE,DB00557,atopic eczema,TxGNN Knowledge Graph
9,Atarax 25mg Tablet,HYDROXYZINE,DB00557,vernal conjunctivitis,TxGNN Knowledge Graph
9,Atarax 25mg Tablet,HYDROXYZINE,DB00557,papillary conjunctivitis,TxGNN Knowledge Graph
9,Atarax 25mg Tablet,HYDROXYZINE,DB00557,vasomotor rhinitis,TxGNN Knowledge Graph
9,Atarax 25mg Tablet,HYDROXYZINE,DB00557,"dermatitis, atopic",TxGNN Knowledge Graph
9,Atarax 25mg Tablet,HYDROXYZINE,DB00557,angioedema,TxGNN Knowledge Graph
9,Atarax 25mg Tablet,HYDROXYZINE,DB00557,atopic conjunctivitis,TxGNN Knowledge Graph
9,Atarax 25mg Tablet,HYDROXYZINE,DB00557,familial dermatographia,TxGNN Knowledge Graph
9,Atarax 25mg Tablet,HYDROXYZINE,DB00557,common cold,TxGNN Knowledge Graph
9,Atarax 25mg Tablet,HYDROXYZINE,DB00557,allergic rhinitis,TxGNN Knowledge Graph
9,Atarax 25mg Tablet,HYDROXYZINE,DB00557,urticaria (disease),TxGNN Knowledge Graph
10,Ascoril D Plus Syrup Sugar Free,PHENYLEPHRINE,DB00388,vernal conjunctivitis,TxGNN Knowledge Graph
10,Ascoril D Plus Syrup Sugar Free,PHENYLEPHRINE,DB00388,headache disorder,TxGNN Knowledge Graph
10,Ascoril D Plus Syrup Sugar Free,PHENYLEPHRINE,DB00388,hemorrhoid,TxGNN Knowledge Graph
10,Ascoril D Plus Syrup Sugar Free,PHENYLEPHRINE,DB00388,papillary conjunctivitis,TxGNN Knowledge Graph
10,Ascoril D Plus Syrup Sugar Free,PHENYLEPHRINE,DB00388,vasomotor rhinitis,TxGNN Knowledge Graph
10,Ascoril D Plus Syrup Sugar Free,PHENYLEPHRINE,DB00388,pharyngitis,TxGNN Knowledge Graph
10,Ascoril D Plus Syrup Sugar Free,PHENYLEPHRINE,DB00388,proctitis,TxGNN Knowledge Graph
10,Ascoril D Plus Syrup Sugar Free,PHENYLEPHRINE,DB00388,atopic conjunctivitis,TxGNN Knowledge Graph
10,Ascoril D Plus Syrup Sugar Free,PHENYLEPHRINE,DB00388,common cold,TxGNN Knowledge Graph
10,Ascoril D Plus Syrup Sugar Free,PHENYLEPHRINE,DB00388,allergic rhinitis,TxGNN Knowledge Graph
10,Ascoril D Plus Syrup Sugar Free,PHENYLEPHRINE,DB00388,rhinitis,TxGNN Knowledge Graph
10,Ascoril D Plus Syrup Sugar Free,PHENYLEPHRINE,DB00388,nasopharyngitis,TxGNN Knowledge Graph
11,Aciloc 150 Tablet,RANITIDINE,DB00863,gastrin secretion abnormality,TxGNN Knowledge Graph
11,Aciloc 150 Tablet,RANITIDINE,DB00863,hyperinsulinism (disease),TxGNN Knowledge Graph
11,Aciloc 150 Tablet,RANITIDINE,DB00863,dyspepsia,TxGNN Knowledge Graph
11,Aciloc 150 Tablet,RANITIDINE,DB00863,gastric ulcer (disease),TxGNN Knowledge Graph
11,Aciloc 150 Tablet,RANITIDINE,DB00863,gastroesophageal reflux disease,TxGNN Knowledge Graph
11,Aciloc 150 Tablet,RANITIDINE,DB00863,esophagitis (disease),TxGNN Knowledge Graph
11,Aciloc 150 Tablet,RANITIDINE,DB00863,peptic esophagitis,TxGNN Knowledge Graph
11,Aciloc 150 Tablet,RANITIDINE,DB00863,duodenal ulcer (disease),TxGNN Knowledge Graph
11,Aciloc 150 Tablet,RANITIDINE,DB00863,Zollinger-Ellison syndrome,TxGNN Knowledge Graph
16,Arkamin Tablet,CLONIDINE,DB00575,hypertensive disorder,TxGNN Knowledge Graph
16,Arkamin Tablet,CLONIDINE,DB00575,hypertension,TxGNN Knowledge Graph
16,Arkamin Tablet,CLONIDINE,DB00575,attention deficit-hyperactivity disorder,TxGNN Knowledge Graph
16,Arkamin Tablet,CLONIDINE,DB00575,open-angle glaucoma,TxGNN Knowledge Graph
16,Arkamin Tablet,CLONIDINE,DB00575,"attention deficit hyperactivity disorder, inattentive type",TxGNN Knowledge Graph
17,Avomine Tablet,PROMETHAZINE,DB01069,vernal conjunctivitis,TxGNN Knowledge Graph
17,Avomine Tablet,PROMETHAZINE,DB01069,papillary conjunctivitis,TxGNN Knowledge Graph
17,Avomine Tablet,PROMETHAZINE,DB01069,vasomotor rhinitis,TxGNN Knowledge Graph
17,Avomine Tablet,PROMETHAZINE,DB01069,angioedema,TxGNN Knowledge Graph
17,Avomine Tablet,PROMETHAZINE,DB01069,atopic conjunctivitis,TxGNN Knowledge Graph
17,Avomine Tablet,PROMETHAZINE,DB01069,allergic rhinitis,TxGNN Knowledge Graph
17,Avomine Tablet,PROMETHAZINE,DB01069,urticaria (disease),TxGNN Knowledge Graph
20,Albendazole 400mg Tablet,ALBENDAZOLE,DB00518,echinococcus granulosus infectious disease,TxGNN Knowledge Graph
20,Albendazole 400mg Tablet,ALBENDAZOLE,DB00518,cystic echinococcosis,TxGNN Knowledge Graph
20,Albendazole 400mg Tablet,ALBENDAZOLE,DB00518,cysticercosis,TxGNN Knowledge Graph
21,Asthalin Syrup,SALBUTAMOL,DB01001,asthma,TxGNN Knowledge Graph
21,Asthalin Syrup,SALBUTAMOL,DB01001,bronchial disease,TxGNN Knowledge Graph
22,Alprax 0.25 Tablet,ALPRAZOLAM,DB00404,mixed anxiety and depressive disorder,TxGNN Knowledge Graph
22,Alprax 0.25 Tablet,ALPRAZOLAM,DB00404,anxiety disorder,TxGNN Knowledge Graph
22,Alprax 0.25 Tablet,ALPRAZOLAM,DB00404,anxiety,TxGNN Knowledge Graph
23,Altraday Capsule SR,ACECLOFENAC,DB06736,arthropathy,TxGNN Knowledge Graph
23,Altraday Capsule SR,ACECLOFENAC,DB06736,osteoarthritis,TxGNN Knowledge Graph
23,Altraday Capsule SR,ACECLOFENAC,DB06736,rheumatoid arthritis,TxGNN Knowledge Graph
23,Altraday Capsule SR,ACECLOFENAC,DB06736,osteoarthritis susceptibility,TxGNN Knowledge Graph
23,Altraday Capsule SR,ACECLOFENAC,DB06736,frozen shoulder,TxGNN Knowledge Graph
23,Altraday Capsule SR,ACECLOFENAC,DB06736,"spondyloarthropathy, susceptibility to",TxGNN Knowledge Graph
23,Altraday Capsule SR,ACECLOFENAC,DB06736,ankylosing spondylitis,TxGNN Knowledge Graph
24,Ativan 2mg Tablet,LORAZEPAM,DB00186,Lennox-Gastaut syndrome,TxGNN Knowledge Graph
24,Ativan 2mg Tablet,LORAZEPAM,DB00186,absence epilepsy,TxGNN Knowledge Graph
24,Ativan 2mg Tablet,LORAZEPAM,DB00186,anxiety disorder,TxGNN Knowledge Graph
24,Ativan 2mg Tablet,LORAZEPAM,DB00186,status epilepticus,TxGNN Knowledge Graph
24,Ativan 2mg Tablet,LORAZEPAM,DB00186,early myoclonic encephalopathy,TxGNN Knowledge Graph
24,Ativan 2mg Tablet,LORAZEPAM,DB00186,cutis verticis gyrata,TxGNN Knowledge Graph
24,Ativan 2mg Tablet,LORAZEPAM,DB00186,anxiety,TxGNN Knowledge Graph
24,Ativan 2mg Tablet,LORAZEPAM,DB00186,visual epilepsy,TxGNN Knowledge Graph
30,Aldactone Tablet,SPIRONOLACTONE,DB00421,hypertensive disorder,TxGNN Knowledge Graph
30,Aldactone Tablet,SPIRONOLACTONE,DB00421,primary aldosteronism,TxGNN Knowledge Graph
30,Aldactone Tablet,SPIRONOLACTONE,DB00421,hypertension,TxGNN Knowledge Graph
30,Aldactone Tablet,SPIRONOLACTONE,DB00421,congestive heart failure,TxGNN Knowledge Graph
30,Aldactone Tablet,SPIRONOLACTONE,DB00421,Bartter disease,TxGNN Knowledge Graph
30,Aldactone Tablet,SPIRONOLACTONE,DB00421,hyperaldosteronism,TxGNN Knowledge Graph
30,Aldactone Tablet,SPIRONOLACTONE,DB00421,Waterhouse-Friderichsen syndrome,TxGNN Knowledge Graph
33,Amlokind-AT Tablet,AMLODIPINE,DB00381,hypertensive disorder,TxGNN Knowledge Graph
33,Amlokind-AT Tablet,AMLODIPINE,DB00381,cerebrovascular disorder,TxGNN Knowledge Graph
33,Amlokind-AT Tablet,AMLODIPINE,DB00381,obsolete susceptibility to ischemic stroke,TxGNN Knowledge Graph
33,Amlokind-AT Tablet,AMLODIPINE,DB00381,hypertension,TxGNN Knowledge Graph
33,Amlokind-AT Tablet,AMLODIPINE,DB00381,stroke disorder,TxGNN Knowledge Graph
33,Amlokind-AT Tablet,AMLODIPINE,DB00381,Prinzmetal angina,TxGNN Knowledge Graph
33,Amlokind-AT Tablet,AMLODIPINE,DB00381,cerebral infarction,TxGNN Knowledge Graph
34,Axcer  90mg Tablet,TICAGRELOR,DB08816,intermittent vascular claudication,TxGNN Knowledge Graph
34,Axcer  90mg Tablet,TICAGRELOR,DB08816,peripheral arterial disease,TxGNN Knowledge Graph
34,Axcer  90mg Tablet,TICAGRELOR,DB08816,acute coronary syndrome,TxGNN Knowledge Graph
34,Axcer  90mg Tablet,TICAGRELOR,DB08816,peripheral vascular disease,TxGNN Knowledge Graph
38,Alfoo 10mg Tablet PR,ALFUZOSIN,DB00346,benign prostatic hyperplasia (disease),TxGNN Knowledge Graph
45,Althrocin 500 Tablet,ERYTHROMYCIN,DB00199,bacterial pneumonia,TxGNN Knowledge Graph
45,Althrocin 500 Tablet,ERYTHROMYCIN,DB00199,streptococcal pneumonia,TxGNN Knowledge Graph
45,Althrocin 500 Tablet,ERYTHROMYCIN,DB00199,conjunctivitis,TxGNN Knowledge Graph
45,Althrocin 500 Tablet,ERYTHROMYCIN,DB00199,syphilis,TxGNN Knowledge Graph
45,Althrocin 500 Tablet,ERYTHROMYCIN,DB00199,infectious otitis media,TxGNN Knowledge Graph
45,Althrocin 500 Tablet,ERYTHROMYCIN,DB00199,pneumonia caused by chlamydia,TxGNN Knowledge Graph
45,Althrocin 500 Tablet,ERYTHROMYCIN,DB00199,diphtheria,TxGNN Knowledge Graph
45,Althrocin 500 Tablet,ERYTHROMYCIN,DB00199,actinomycosis,TxGNN Knowledge Graph
45,Althrocin 500 Tablet,ERYTHROMYCIN,DB00199,urethritis (disease),TxGNN Knowledge Graph
45,Althrocin 500 Tablet,ERYTHROMYCIN,DB00199,Mycoplasma pneumoniae pneumonia,TxGNN Knowledge Graph
45,Althrocin 500 Tablet,ERYTHROMYCIN,DB00199,acne (disease),TxGNN Knowledge Graph
45,Althrocin 500 Tablet,ERYTHROMYCIN,DB00199,streptococcal infection,TxGNN Knowledge Graph
45,Althrocin 500 Tablet,ERYTHROMYCIN,DB00199,staphylococcus aureus infection,TxGNN Knowledge Graph
45,Althrocin 500 Tablet,ERYTHROMYCIN,DB00199,cat-scratch disease,TxGNN Knowledge Graph
45,Althrocin 500 Tablet,ERYTHROMYCIN,DB00199,acute gonococcal cervicitis,TxGNN Knowledge Graph
45,Althrocin 500 Tablet,ERYTHROMYCIN,DB00199,staphylococcal infection,TxGNN Knowledge Graph
45,Althrocin 500 Tablet,ERYTHROMYCIN,DB00199,listeriosis,TxGNN Knowledge Graph
45,Althrocin 500 Tablet,ERYTHROMYCIN,DB00199,erythrasma,TxGNN Knowledge Graph
45,Althrocin 500 Tablet,ERYTHROMYCIN,DB00199,gonorrhea,TxGNN Knowledge Graph
45,Althrocin 500 Tablet,ERYTHROMYCIN,DB00199,pertussis,TxGNN Knowledge Graph
45,Althrocin 500 Tablet,ERYTHROMYCIN,DB00199,ophthalmia neonatorum,TxGNN Knowledge Graph
45,Althrocin 500 Tablet,ERYTHROMYCIN,DB00199,acute gonococcal endometritis,TxGNN Knowledge Graph
50,Asthakind Expectorant Sugar Free,GUAIFENESIN,DB00874,headache disorder,TxGNN Knowledge Graph
50,Asthakind Expectorant Sugar Free,GUAIFENESIN,DB00874,vasomotor rhinitis,TxGNN Knowledge Graph
50,Asthakind Expectorant Sugar Free,GUAIFENESIN,DB00874,pharyngitis,TxGNN Knowledge Graph
50,Asthakind Expectorant Sugar Free,GUAIFENESIN,DB00874,common cold,TxGNN Knowledge Graph
50,Asthakind Expectorant Sugar Free,GUAIFENESIN,DB00874,allergic rhinitis,TxGNN Knowledge Graph
50,Asthakind Expectorant Sugar Free,GUAIFENESIN,DB00874,rhinitis,TxGNN Knowledge Graph
50,Asthakind Expectorant Sugar Free,GUAIFENESIN,DB00874,nasopharyngitis,TxGNN Knowledge Graph
53,Anobliss Cream,LIDOCAINE,DB00281,Pthirus pubis infestation,TxGNN Knowledge Graph
53,Anobliss Cream,LIDOCAINE,DB00281,neuralgia,TxGNN Knowledge Graph
53,Anobliss Cream,LIDOCAINE,DB00281,hemorrhoid,TxGNN Knowledge Graph
53,Anobliss Cream,LIDOCAINE,DB00281,psychologic dyspareunia,TxGNN Knowledge Graph
53,Anobliss Cream,LIDOCAINE,DB00281,mite infestation,TxGNN Knowledge Graph
53,Anobliss Cream,LIDOCAINE,DB00281,scabies,TxGNN Knowledge Graph
53,Anobliss Cream,LIDOCAINE,DB00281,Pediculus humanus capitis infestation,TxGNN Knowledge Graph
53,Anobliss Cream,LIDOCAINE,DB00281,urethritis (disease),TxGNN Knowledge Graph
53,Anobliss Cream,LIDOCAINE,DB00281,Norwegian scabies,TxGNN Knowledge Graph
53,Anobliss Cream,LIDOCAINE,DB00281,dermatitis,TxGNN Knowledge Graph
53,Anobliss Cream,LIDOCAINE,DB00281,postherpetic neuralgia,TxGNN Knowledge Graph
53,Anobliss Cream,LIDOCAINE,DB00281,premature ejaculation (disease),TxGNN Knowledge Graph
58,Atorva Tablet,ATORVASTATIN,DB01076,atherosclerosis,TxGNN Knowledge Graph
58,Atorva Tablet,ATORVASTATIN,DB01076,cerebrovascular disorder,TxGNN Knowledge Graph
58,Atorva Tablet,ATORVASTATIN,DB01076,homozygous familial hypercholesterolemia,TxGNN Knowledge Graph
58,Atorva Tablet,ATORVASTATIN,DB01076,obsolete susceptibility to ischemic stroke,TxGNN Knowledge Graph
58,Atorva Tablet,ATORVASTATIN,DB01076,"hyperlipidemia, familial combined, LPL related",TxGNN Knowledge Graph
58,Atorva Tablet,ATORVASTATIN,DB01076,hyperlipoproteinemia,TxGNN Knowledge Graph
58,Atorva Tablet,ATORVASTATIN,DB01076,hypertriglyceridemia (disease),TxGNN Knowledge Graph
58,Atorva Tablet,ATORVASTATIN,DB01076,stroke disorder,TxGNN Knowledge Graph
58,Atorva Tablet,ATORVASTATIN,DB01076,arteriosclerosis disorder,TxGNN Knowledge Graph
58,Atorva Tablet,ATORVASTATIN,DB01076,Prinzmetal angina,TxGNN Knowledge Graph
58,Atorva Tablet,ATORVASTATIN,DB01076,obsolete familial combined hyperlipidemia,TxGNN Knowledge Graph
58,Atorva Tablet,ATORVASTATIN,DB01076,cerebral infarction,TxGNN Knowledge Graph
62,Amixide-H Tablet,AMITRIPTYLINE,DB00321,mixed anxiety and depressive disorder,TxGNN Knowledge Graph
62,Amixide-H Tablet,AMITRIPTYLINE,DB00321,anxiety disorder,TxGNN Knowledge Graph
62,Amixide-H Tablet,AMITRIPTYLINE,DB00321,neurotic disorder,TxGNN Knowledge Graph
62,Amixide-H Tablet,AMITRIPTYLINE,DB00321,dysthymic disorder,TxGNN Knowledge Graph
67,Akt 4 Kit,ISONIAZID,DB00951,pulmonary tuberculosis,TxGNN Knowledge Graph
73,Aquasol A Capsule,VITAMIN A,DB00162,vitamin deficiency disorder,TxGNN Knowledge Graph
73,Aquasol A Capsule,VITAMIN A,DB00162,vitamin A deficiency (disease),TxGNN Knowledge Graph
76,Amaryl 1mg Tablet,GLIMEPIRIDE,DB00222,diabetes mellitus (disease),TxGNN Knowledge Graph
76,Amaryl 1mg Tablet,GLIMEPIRIDE,DB00222,type 2 diabetes mellitus,TxGNN Knowledge Graph
83,Acitrom 2 Tablet,ACENOCOUMAROL,DB01418,pulmonary embolism (disease),TxGNN Knowledge Graph
83,Acitrom 2 Tablet,ACENOCOUMAROL,DB01418,thrombophilia,TxGNN Knowledge Graph
85,Azeflo Nasal Spray,FLUTICASONE PROPIONATE,DB00588,atopic eczema,TxGNN Knowledge Graph
85,Azeflo Nasal Spray,FLUTICASONE PROPIONATE,DB00588,allergic asthma,TxGNN Knowledge Graph
85,Azeflo Nasal Spray,FLUTICASONE PROPIONATE,DB00588,primary cutaneous T-cell lymphoma,TxGNN Knowledge Graph
85,Azeflo Nasal Spray,FLUTICASONE PROPIONATE,DB00588,seborrheic keratosis,TxGNN Knowledge Graph
85,Azeflo Nasal Spray,FLUTICASONE PROPIONATE,DB00588,intrinsic asthma,TxGNN Knowledge Graph
85,Azeflo Nasal Spray,FLUTICASONE PROPIONATE,DB00588,exanthem (disease),TxGNN Knowledge Graph
85,Azeflo Nasal Spray,FLUTICASONE PROPIONATE,DB00588,chronic cutaneous lupus erythematosus,TxGNN Knowledge Graph
85,Azeflo Nasal Spray,FLUTICASONE PROPIONATE,DB00588,granuloma annulare,TxGNN Knowledge Graph
85,Azeflo Nasal Spray,FLUTICASONE PROPIONATE,DB00588,vasomotor rhinitis,TxGNN Knowledge Graph
85,Azeflo Nasal Spray,FLUTICASONE PROPIONATE,DB00588,"dermatitis, atopic",TxGNN Knowledge Graph
85,Azeflo Nasal Spray,FLUTICASONE PROPIONATE,DB00588,seborrheic dermatitis,TxGNN Knowledge Graph
85,Azeflo Nasal Spray,FLUTICASONE PROPIONATE,DB00588,lupus erythematosus,TxGNN Knowledge Graph
85,Azeflo Nasal Spray,FLUTICASONE PROPIONATE,DB00588,lichen disease,TxGNN Knowledge Graph
85,Azeflo Nasal Spray,FLUTICASONE PROPIONATE,DB00588,neurodermatitis,TxGNN Knowledge Graph
85,Azeflo Nasal Spray,FLUTICASONE PROPIONATE,DB00588,discoid lupus erythematosus,TxGNN Knowledge Graph
85,Azeflo Nasal Spray,FLUTICASONE PROPIONATE,DB00588,pulmonary emphysema,TxGNN Knowledge Graph
85,Azeflo Nasal Spray,FLUTICASONE PROPIONATE,DB00588,primary cutaneous T-cell non-Hodgkin lymphoma,TxGNN Knowledge Graph
85,Azeflo Nasal Spray,FLUTICASONE PROPIONATE,DB00588,allergic rhinitis,TxGNN Knowledge Graph
85,Azeflo Nasal Spray,FLUTICASONE PROPIONATE,DB00588,contact dermatitis,TxGNN Knowledge Graph
85,Azeflo Nasal Spray,FLUTICASONE PROPIONATE,DB00588,occupational dermatitis,TxGNN Knowledge Graph
88,Aerocort Inhaler,LEVOSALBUTAMOL,DB13139,asthma,TxGNN Knowledge Graph
88,Aerocort Inhaler,LEVOSALBUTAMOL,DB13139,bronchial disease,TxGNN Knowledge Graph
89,Adaferin Gel,ADAPALENE,DB00210,acne (disease),TxGNN Knowledge Graph
90,Acivir 400 DT Tablet,ACYCLOVIR,DB00787,herpes labialis,TxGNN Knowledge Graph
90,Acivir 400 DT Tablet,ACYCLOVIR,DB00787,herpes simplex infectious disease,TxGNN Knowledge Graph
90,Acivir 400 DT Tablet,ACYCLOVIR,DB00787,chickenpox,TxGNN Knowledge Graph
90,Acivir 400 DT Tablet,ACYCLOVIR,DB00787,herpes simplex encephalitis,TxGNN Knowledge Graph
90,Acivir 400 DT Tablet,ACYCLOVIR,DB00787,genital herpes,TxGNN Knowledge Graph
90,Acivir 400 DT Tablet,ACYCLOVIR,DB00787,herpes zoster,TxGNN Knowledge Graph
91,Aptimust Syrup,CYPROHEPTADINE,DB00434,vernal conjunctivitis,TxGNN Knowledge Graph
91,Aptimust Syrup,CYPROHEPTADINE,DB00434,papillary conjunctivitis,TxGNN Knowledge Graph
91,Aptimust Syrup,CYPROHEPTADINE,DB00434,vasomotor rhinitis,TxGNN Knowledge Graph
91,Aptimust Syrup,CYPROHEPTADINE,DB00434,pharyngitis,TxGNN Knowledge Graph
91,Aptimust Syrup,CYPROHEPTADINE,DB00434,angioedema,TxGNN Knowledge Graph
91,Aptimust Syrup,CYPROHEPTADINE,DB00434,atopic conjunctivitis,TxGNN Knowledge Graph
91,Aptimust Syrup,CYPROHEPTADINE,DB00434,familial dermatographia,TxGNN Knowledge Graph
91,Aptimust Syrup,CYPROHEPTADINE,DB00434,common cold,TxGNN Knowledge Graph
91,Aptimust Syrup,CYPROHEPTADINE,DB00434,allergic rhinitis,TxGNN Knowledge Graph
91,Aptimust Syrup,CYPROHEPTADINE,DB00434,urticaria (disease),TxGNN Knowledge Graph
98,Alerid Syrup,CETIRIZINE,DB00341,vernal conjunctivitis,TxGNN Knowledge Graph
98,Alerid Syrup,CETIRIZINE,DB00341,papillary conjunctivitis,TxGNN Knowledge Graph
98,Alerid Syrup,CETIRIZINE,DB00341,idiopathic urticaria,TxGNN Knowledge Graph
98,Alerid Syrup,CETIRIZINE,DB00341,vasomotor rhinitis,TxGNN Knowledge Graph
98,Alerid Syrup,CETIRIZINE,DB00341,pharyngitis,TxGNN Knowledge Graph
98,Alerid Syrup,CETIRIZINE,DB00341,atopic conjunctivitis,TxGNN Knowledge Graph
98,Alerid Syrup,CETIRIZINE,DB00341,common cold,TxGNN Knowledge Graph
98,Alerid Syrup,CETIRIZINE,DB00341,allergic rhinitis,TxGNN Knowledge Graph
98,Alerid Syrup,CETIRIZINE,DB00341,nasopharyngitis,TxGNN Knowledge Graph
100,Ampoxin 500 Capsule,AMPICILLIN,DB00415,staphylococcal pneumonia,TxGNN Knowledge Graph
100,Ampoxin 500 Capsule,AMPICILLIN,DB00415,invasive non-typhoidal salmonellosis,TxGNN Knowledge Graph
100,Ampoxin 500 Capsule,AMPICILLIN,DB00415,gonorrhea,TxGNN Knowledge Graph
100,Ampoxin 500 Capsule,AMPICILLIN,DB00415,bacterial pneumonia,TxGNN Knowledge Graph
100,Ampoxin 500 Capsule,AMPICILLIN,DB00415,diarrheal disease,TxGNN Knowledge Graph
100,Ampoxin 500 Capsule,AMPICILLIN,DB00415,rhinoscleroma,TxGNN Knowledge Graph
100,Ampoxin 500 Capsule,AMPICILLIN,DB00415,subacute bacterial endocarditis,TxGNN Knowledge Graph
100,Ampoxin 500 Capsule,AMPICILLIN,DB00415,meningococcal infection,TxGNN Knowledge Graph
100,Ampoxin 500 Capsule,AMPICILLIN,DB00415,streptococcal pneumonia,TxGNN Knowledge Graph
100,Ampoxin 500 Capsule,AMPICILLIN,DB00415,viral meningitis,TxGNN Knowledge Graph
100,Ampoxin 500 Capsule,AMPICILLIN,DB00415,Escherichia coli meningitis,TxGNN Knowledge Graph
100,Ampoxin 500 Capsule,AMPICILLIN,DB00415,endocarditis,TxGNN Knowledge Graph
100,Ampoxin 500 Capsule,AMPICILLIN,DB00415,cholangitis,TxGNN Knowledge Graph
100,Ampoxin 500 Capsule,AMPICILLIN,DB00415,typhoid fever,TxGNN Knowledge Graph
100,Ampoxin 500 Capsule,AMPICILLIN,DB00415,pneumococcal meningitis,TxGNN Knowledge Graph
100,Ampoxin 500 Capsule,AMPICILLIN,DB00415,infectious otitis media,TxGNN Knowledge Graph
100,Ampoxin 500 Capsule,AMPICILLIN,DB00415,dysentery,TxGNN Knowledge Graph
100,Ampoxin 500 Capsule,AMPICILLIN,DB00415,sinusitis,TxGNN Knowledge Graph
100,Ampoxin 500 Capsule,AMPICILLIN,DB00415,pharyngitis,TxGNN Knowledge Graph
100,Ampoxin 500 Capsule,AMPICILLIN,DB00415,infectious diarrheal disease,TxGNN Knowledge Graph
100,Ampoxin 500 Capsule,AMPICILLIN,DB00415,intestinal infectious disease,TxGNN Knowledge Graph
100,Ampoxin 500 Capsule,AMPICILLIN,DB00415,shigellosis,TxGNN Knowledge Graph
100,Ampoxin 500 Capsule,AMPICILLIN,DB00415,suppurative cholangitis,TxGNN Knowledge Graph
